name,ic_before,ic_after,ic_improvement,n_features_in,n_features_out,nan_pct_before,nan_pct_after,outlier_pct_before,outlier_pct_after,fit_time_ms,transform_time_ms,step
Winsorize,0.08850599972617246,0.08864892081647659,0.001614818098036623,166,166,0.005100209591584433,0.005100209591584433,0.016506443570232992,0.01571168340585717,9.272668976336718,740.711733000353,1
Default_TOTAL,0.08850599972617246,0.08864892081647659,0.001614818098036623,166,166,,,,,,,2
