feature,ic,ic_pvalue,hit_rate,n_samples,domain,ic_qvalue,is_significant,abs_ic,horizon_bars,horizon_label
L_M_N_S_oiPctChange_pct_N,0.006282094679732679,0.6436488823724775,0.503963133640553,5437,OpenInterest,0.8686643453157014,False,0.006282094679732679,12,96h
M_P_V_momAtr_6_rat_N,0.006009687550056538,0.6582438811178895,0.49206642066420664,5432,Momentum,0.881197453754594,False,0.006009687550056538,12,96h
M_winRate_21_bnd_N,0.005840864421251452,0.6676635417346259,0.5181280059193488,5418,Other,0.8866571834235832,False,0.005840864421251452,12,96h
M_N_rocAccel_6_dif_N,0.005632773166600283,0.67860578697375,0.49427410417436274,5426,Momentum,0.8940361955368451,False,0.005632773166600283,12,96h
N_P_V_pctB_6_bnd_N,0.005335076979116213,0.6945260959835837,0.5190924183729939,5433,Volatility,0.9016269174020634,False,0.005335076979116213,12,96h
V_returnStd_3_pct_N,-0.005321144837601749,0.69523039414135,0.5192697768762677,5435,Volatility,0.9016269174020634,False,0.005321144837601749,12,96h
M_P_S_W_oiWeightedReturn_pct_N,0.00519484228283464,0.7020620248243554,0.5131797235023041,5437,Momentum,0.9034286520995581,False,0.00519484228283464,12,96h
N_P_T_priceEmaDeviation_6_pct_N,-0.0046785147436321246,0.7304339247041384,0.48709915223000366,5438,Other,0.9327079346222075,False,0.0046785147436321246,12,96h
V_returnStd_6_pct_N,-0.004562110785459686,0.7370293542966229,0.5190036900369004,5432,Volatility,0.9339455939941939,False,0.004562110785459686,12,96h
V_kurtosis_42_rat_N,-0.004437674672898298,0.7447696273564886,0.5163447251114414,5396,Volatility,0.9366042283422508,False,0.004437674672898298,12,96h
N_P_T_priceEmaDeviation_3_pct_N,-0.004196002564662457,0.7573112430825343,0.49225949133800223,5438,Other,0.9452155364789526,False,0.004196002564662457,12,96h
N_P_V_pctB_3_bnd_N,0.004026065094091978,0.7668912256519376,0.519358407079646,5436,Volatility,0.9488135069805573,False,0.004026065094091978,12,96h
N_V_bollingerBandwidth_21_pct_N,0.003948499310381298,0.7716254424239473,0.5181280059193488,5418,Volatility,0.9488135069805573,False,0.003948499310381298,12,96h
N_P_T_priceSmaDeviation_3_pct_N,-0.0036360426043276846,0.78891043372511,0.49852507374631266,5436,Other,0.962934794105649,False,0.0036360426043276846,12,96h
V_volOfVol_12_pct_N,0.0034186643752984556,0.8015269881851426,0.5180255130338325,5421,Volatility,0.9711932849542603,False,0.0034186643752984556,12,96h
M_V_calmar_42_rat_N,0.0030460999639157814,0.823178697533595,0.49108469539375926,5396,Volatility,0.9804422209982994,False,0.0030460999639157814,12,96h
M_T_V_diDiff_12_bnd_N,0.0028332305882289633,0.8347349077613329,0.4875576036866359,5437,Volatility,0.9804422209982994,False,0.0028332305882289633,12,96h
N_M_cci_6_zsc_N,-0.0027747787795704953,0.8382293444985196,0.48892171344165436,5428,Other,0.9804422209982994,False,0.0027747787795704953,12,96h
F_I_fundingCumulative_21_pct_N,0.0026961490502047567,0.8426095405119904,0.5226686325101364,5438,Funding,0.9804422209982994,False,0.0026961490502047567,12,96h
V_maxDrawdown_42_pct_N,-0.002634427168316367,0.8467424582672174,0.4811513463324048,5397,Volatility,0.9804422209982994,False,0.002634427168316367,12,96h
N_P_T_priceSmaDeviation_6_pct_N,-0.002555958377101286,0.8507625292924701,0.49031543995572774,5433,Other,0.9804422209982994,False,0.002555958377101286,12,96h
M_V_sortino_42_rat_N,0.002359532113282247,0.8625787452755341,0.49108469539375926,5396,Volatility,0.9804422209982994,False,0.002359532113282247,12,96h
