name,ic_before,ic_after,ic_improvement,n_features_in,n_features_out,nan_pct_before,nan_pct_after,outlier_pct_before,outlier_pct_after,fit_time_ms,transform_time_ms,step
Winsorize,0.014424593096321927,0.014594453781882056,0.011775769565788569,166,166,0.005100209591584433,0.005100209591584433,0.016506443570232992,0.01571168340585717,8.974276017397642,739.7597279923502,1
RollingZScore,0.014594453781882056,0.01682234263791573,0.15265311563315404,166,166,0.005100209591584433,0.021578406306358204,0.01571168340585717,0.005035888635927437,0.101632991572842,146.03528199950233,2
Interactions,0.01682234263791573,0.01817430001104331,0.08036677139388043,166,171,0.021578406306358204,0.02295090429272888,0.005035888635927437,0.005662655361263771,730.9839680092409,9.412781975697726,3
Default_TOTAL,0.014424593096321927,0.01817430001104331,0.2599523510775684,166,171,,,,,,,4
