name,ic_before,ic_after,ic_improvement,n_features_in,n_features_out,nan_pct_before,nan_pct_after,outlier_pct_before,outlier_pct_after,fit_time_ms,transform_time_ms,step
Winsorize,0.06164216650973859,0.06183163190310115,0.0030736329331523646,166,166,0.005100209591584433,0.005100209591584433,0.016506443570232992,0.01571168340585717,9.164825023617595,775.8579990186263,1
Default_TOTAL,0.06164216650973859,0.06183163190310115,0.0030736329331523646,166,166,,,,,,,2
