feature,ic,ic_pvalue,hit_rate,n_samples,domain,ic_qvalue,is_significant,abs_ic,horizon_bars,horizon_label
V_kurtosis_12_rat_N,-0.016405491125217435,0.22720670431133763,0.518450184501845,5426,Volatility,0.6857511439214917,False,0.016405491125217435,6,48h
V_volOfVol_6_pct_N,0.01607888717057881,0.2365513173932627,0.5168788046485888,5427,Volatility,0.7012056908443144,False,0.01607888717057881,6,48h
B_consecutiveUp_bnd_N,0.015579285070792922,0.25095556602319474,0.2604933726067747,5438,Other,0.7308530519271986,False,0.015579285070792922,6,48h
D_F_T_premiumMa_21_pct_N,-0.015296452257963779,0.2596633478735045,0.5167525773195877,5438,Premium,0.7431744094310645,False,0.015296452257963779,6,48h
D_N_V_markAtrRatio_21_rat_N,-0.014890144212305629,0.27257925602361965,0.5170318541705027,5437,Volatility,0.7573954902546701,False,0.014890144212305629,6,48h
L_N_S_oiRatio_21_rat_N,-0.014879678757870168,0.27375740611614585,0.5160753880266076,5418,OpenInterest,0.7573954902546701,False,0.014879678757870168,6,48h
V_atrPct_21_pct_N,0.014684626456123765,0.27925365729824086,0.5170318541705027,5437,Volatility,0.7581009934313477,False,0.014684626456123765,6,48h
M_N_rsi_6_bnd_N,0.014549991744228299,0.2877130276275597,0.5128253136116832,5347,Oscillator,0.7581009934313477,False,0.014549991744228299,6,48h
M_P_V_momAtr_6_rat_N,0.014528440145578761,0.2846215781359389,0.4998157021747143,5432,Momentum,0.7581009934313477,False,0.014528440145578761,6,48h
V_skew_21_rat_N,0.013818271487654576,0.3094966339551734,0.4914063943818148,5417,Volatility,0.80047327692584,False,0.013818271487654576,6,48h
L_M_N_volumeRoc_3_pct_N,0.01368342366319903,0.31343833132638316,0.503223429729232,5435,Volume,0.80047327692584,False,0.01368342366319903,6,48h
M_winRate_21_bnd_N,0.013526579691123164,0.31977710792076824,0.5160753880266076,5418,Other,0.8042878774976898,False,0.013526579691123164,6,48h
M_N_V_rangeExpansion_21_rat_N,0.01322798585111164,0.3305773037320121,0.5160753880266076,5418,Volatility,0.8086772457431758,False,0.01322798585111164,6,48h
M_P_roc_21_pct_N,-0.013210399530136484,0.331265377774313,0.48623175013860653,5417,Momentum,0.8086772457431758,False,0.013210399530136484,6,48h
M_V_sortino_21_rat_N,-0.012754123996944297,0.3482401064032964,0.48623175013860653,5417,Volatility,0.8377950385934376,False,0.012754123996944297,6,48h
M_V_sharpe_21_rat_N,-0.01202837728090714,0.376356763589784,0.48623175013860653,5417,Volatility,0.8650470792470767,False,0.01202837728090714,6,48h
M_N_V_rangeExpansion_6_rat_N,0.0119781871558556,0.3776472693658348,0.5168601437258153,5433,Volatility,0.8650470792470767,False,0.0119781871558556,6,48h
V_volMomentum_12_pct_N,-0.011530106654025167,0.3963175449800448,0.4944588104913188,5420,Volatility,0.8650470792470767,False,0.011530106654025167,6,48h
D_N_V_markAtrRatio_12_rat_N,-0.011423029920113995,0.3999796864379189,0.5170318541705027,5437,Volatility,0.8650470792470767,False,0.011423029920113995,6,48h
M_P_V_momAtr_12_rat_N,0.011385128776636513,0.40202261476921375,0.49132841328413285,5426,Momentum,0.8650470792470767,False,0.011385128776636513,6,48h
L_N_volumeRatio_6_rat_N,0.011226597381826256,0.4083059404557903,0.5168601437258153,5433,Volume,0.8650470792470767,False,0.011226597381826256,6,48h
M_P_V_momAtr_21_rat_N,-0.011142174875083118,0.41253035400115456,0.48623175013860653,5417,Momentum,0.8650470792470767,False,0.011142174875083118,6,48h
M_T_V_diDiff_12_bnd_N,0.011094801362377836,0.4136588165385632,0.49235868164242313,5437,Volatility,0.8650470792470767,False,0.011094801362377836,6,48h
F_I_N_S_fundingZscore_21_zsc_N,-0.011092578329119179,0.4137093907098083,0.46686303387334316,5438,Funding,0.8650470792470767,False,0.011092578329119179,6,48h
F_I_fundingCumulative_7_pct_N,-0.011010134089482522,0.41718889006417537,0.5119661266568483,5438,Funding,0.8650470792470767,False,0.011010134089482522,6,48h
V_yangZhang_21_pct_N,0.010574509063684609,0.4375539263949423,0.5161350148367952,5398,Volatility,0.8650470792470767,False,0.010574509063684609,6,48h
M_T_V_diDiff_6_bnd_N,0.01027330422587633,0.44908573140035346,0.48867611857853066,5437,Volatility,0.8650470792470767,False,0.01027330422587633,6,48h
D_N_V_markAtrRatio_6_rat_N,-0.010178149722603436,0.4532976159015416,0.5170318541705027,5437,Volatility,0.8650470792470767,False,0.010178149722603436,6,48h
L_S_oiVolumeRatio_12_rat_N,-0.010155500239408727,0.4547193641835928,0.5168788046485888,5427,OpenInterest,0.8650470792470767,False,0.010155500239408727,6,48h
N_V_bollingerBandwidth_21_pct_N,0.010040564291459995,0.46021363022414796,0.5160753880266076,5418,Volatility,0.8650470792470767,False,0.010040564291459995,6,48h
V_rogersSatchell_21_pct_N,0.010032118360151278,0.46059109105732676,0.5160753880266076,5418,Volatility,0.8650470792470767,False,0.010032118360151278,6,48h
M_N_rsi_21_bnd_N,-0.009994424697613061,0.4622777833393278,0.5160753880266076,5418,Oscillator,0.8650470792470767,False,0.009994424697613061,6,48h
M_N_rsi_12_bnd_N,0.00987001351677849,0.46749925035438245,0.5168788046485888,5427,Oscillator,0.8650470792470767,False,0.00987001351677849,6,48h
V_garmanKlass_21_pct_N,0.009801151647534442,0.47098015619284717,0.5160753880266076,5418,Volatility,0.8650470792470767,False,0.009801151647534442,6,48h
M_N_rocAccel_3_dif_N,-0.009771081145992613,0.4717696231211793,0.4939181717655732,5432,Momentum,0.8650470792470767,False,0.009771081145992613,6,48h
B_C_candleDirection_bin,0.009719563642591042,0.47386518711311043,0.4966863033873343,5438,Candlestick,0.8650470792470767,False,0.009719563642591042,6,48h
N_P_V_pctB_6_bnd_N,0.009686742775772857,0.4755630019971022,0.5172286714575272,5433,Volatility,0.8650470792470767,False,0.009686742775772857,6,48h
N_P_zScore_42_zsc_N,0.00963421933253251,0.47942368247428346,0.489334075310703,5397,Other,0.8650470792470767,False,0.00963421933253251,6,48h
F_I_T_fundingMa_7_pct_N,-0.009459663506310683,0.48577010474342996,0.5119661266568483,5438,Funding,0.8670735202947245,False,0.009459663506310683,6,48h
V_parkinson_21_pct_N,0.00936334606964629,0.4910229806785972,0.5160753880266076,5418,Volatility,0.8671256892834801,False,0.00936334606964629,6,48h
V_returnStd_12_pct_N,-0.008912141088025302,0.5118374400857849,0.516789667896679,5426,Volatility,0.8780805983195071,False,0.008912141088025302,6,48h
F_I_fundingCumulative_3_pct_N,-0.00885458344448829,0.5141018763398323,0.508100147275405,5438,Funding,0.8780805983195071,False,0.00885458344448829,6,48h
F_I_T_fundingMa_3_pct_N,-0.008733128152198797,0.5198906006252833,0.508100147275405,5438,Funding,0.8780805983195071,False,0.008733128152198797,6,48h
F_I_N_S_fundingZscore_42_zsc_N,-0.008514219234556477,0.5304083288757233,0.47790868924889546,5438,Funding,0.8780805983195071,False,0.008514219234556477,6,48h
N_M_cci_21_zsc_N,0.008495601214517081,0.5328241985648501,0.4914688427299703,5398,Other,0.8780805983195071,False,0.008495601214517081,6,48h
V_autocorr_12_bnd_N,0.008484207080606576,0.5323123983160036,0.4988929889298893,5426,Volatility,0.8780805983195071,False,0.008484207080606576,6,48h
M_P_roc_6_pct_N,0.008156626468770727,0.5480398288875263,0.4998157021747143,5432,Momentum,0.8780805983195071,False,0.008156626468770727,6,48h
M_N_rocAccel_6_dif_N,-0.008078418571060132,0.5521035626525488,0.4935424354243542,5426,Momentum,0.8780805983195071,False,0.008078418571060132,6,48h
F_I_T_fundingMa_21_pct_N,0.00804427033560024,0.5533466102824182,0.5228276877761414,5438,Funding,0.8780805983195071,False,0.00804427033560024,6,48h
C_N_bodySize_bnd_N,-0.007848670049514114,0.5630350883992831,0.5169366715758469,5438,Candlestick,0.8780805983195071,False,0.007848670049514114,6,48h
M_P_D_markReturnDiff_pct_N,-0.007801817072956041,0.5654037071094339,0.45811084514822314,5437,Momentum,0.8780805983195071,False,0.007801817072956041,6,48h
M_P_roc_12_pct_N,0.007714352537047905,0.5701618869033748,0.49132841328413285,5426,Momentum,0.8780805983195071,False,0.007714352537047905,6,48h
V_maxDrawdown_42_pct_N,0.0077126374372443515,0.5712813531235348,0.4837692450380263,5397,Volatility,0.8780805983195071,False,0.0077126374372443515,6,48h
L_S_oiVolumeRatio_21_rat_N,-0.0077116789773020765,0.5705803124047034,0.5160753880266076,5418,OpenInterest,0.8780805983195071,False,0.0077116789773020765,6,48h
V_maxDrawdown_21_pct_N,-0.007414608629214544,0.5855150258079271,0.4839246119733925,5418,Volatility,0.8842242285247786,False,0.007414608629214544,6,48h
D_F_basis_pct_N,-0.007388056927305905,0.5861680027015757,0.5038659793814433,5438,Premium,0.8842242285247786,False,0.007388056927305905,6,48h
N_P_zScore_12_zsc_N,0.007084402895477714,0.6020235832464232,0.48939310090389226,5427,Other,0.8842242285247786,False,0.007084402895477714,6,48h
N_P_V_pctB_12_bnd_N,0.007084402895477714,0.6020235832464232,0.5148496587345508,5427,Volatility,0.8842242285247786,False,0.007084402895477714,6,48h
M_P_S_W_oiWeightedReturn_pct_N,0.0067958420425519184,0.6165736531564646,0.5067206775916038,5437,Momentum,0.8842242285247786,False,0.0067958420425519184,6,48h
M_N_T_stochasticD_6_bnd_N,-0.006582100663906592,0.6278923451698093,0.5170506912442396,5431,Oscillator,0.8842242285247786,False,0.006582100663906592,6,48h
B_consecutiveDown_bnd_N,-0.006556358513720564,0.6290166441249359,0.25607511045655373,5438,Other,0.8842242285247786,False,0.006556358513720564,6,48h
D_N_V_markCloseRange_rat_N,-0.006522326998685761,0.6307981875256616,0.39966863033873345,5438,Volatility,0.8842242285247786,False,0.006522326998685761,6,48h
N_V_atrPercentile_21_rnk_N,-0.006400405901338004,0.6378501970509747,0.5159859545370542,5417,Volatility,0.8842242285247786,False,0.006400405901338004,6,48h
C_N_lowerShadow_bnd_N,-0.006383146302710499,0.6381065324313595,0.5132547864506627,5438,Candlestick,0.8842242285247786,False,0.006383146302710499,6,48h
N_P_L_vwapDeviation_pct_N,-0.006297432257810851,0.6426249729893703,0.48711340206185566,5438,Other,0.8842242285247786,False,0.006297432257810851,6,48h
L_M_S_mfi_21_bnd_N,0.006228089915071911,0.6468977569846697,0.5160753880266076,5418,Volume,0.8842242285247786,False,0.006228089915071911,6,48h
L_V_amihudIlliquidity_63_rat_N,-0.0060913406741158384,0.6554283529888116,0.5170422797541442,5375,Volatility,0.8842242285247786,False,0.0060913406741158384,6,48h
D_F_T_premiumMa_3_pct_N,-0.005949328290845183,0.6611101362311951,0.5055228276877761,5438,Premium,0.8842242285247786,False,0.005949328290845183,6,48h
V_returnStd_3_pct_N,0.005847039978882881,0.6666686270226785,0.5168539325842697,5435,Volatility,0.8842242285247786,False,0.005847039978882881,6,48h
V_returnStd_6_pct_N,0.005814685838778541,0.6684889450746623,0.5169553999262809,5432,Volatility,0.8842242285247786,False,0.005814685838778541,6,48h
V_kurtosis_42_rat_N,0.00580635500938635,0.6699710957469374,0.5142857142857142,5396,Volatility,0.8842242285247786,False,0.00580635500938635,6,48h
L_M_N_S_oiRoc_3_pct_N,0.005763344671808808,0.6711581493621813,0.5059863694971449,5435,OpenInterest,0.8842242285247786,False,0.005763344671808808,6,48h
L_V_amihudIlliquidity_21_rat_N,-0.005531055861382395,0.6841763248244219,0.5159859545370542,5417,Volatility,0.8907019226716686,False,0.005531055861382395,6,48h
M_P_V_momAtr_3_rat_N,0.005473306246033812,0.686806301819118,0.48904033892061155,5435,Momentum,0.8907019226716686,False,0.005473306246033812,6,48h
F_I_fundingCumulative_21_pct_N,0.005345343607389488,0.6936731723234324,0.5228276877761414,5438,Funding,0.8908740459369888,False,0.005345343607389488,6,48h
L_V_amihudIlliquidity_12_rat_N,-0.00527774814824493,0.6976724456133045,0.516789667896679,5426,Volatility,0.8908740459369888,False,0.00527774814824493,6,48h
D_markIndexSpread_pct_N,0.004852740748192091,0.7206598990086911,0.46226067746686306,5438,Other,0.9043106558595391,False,0.004852740748192091,6,48h
N_P_T_priceSmaDeviation_12_pct_N,0.004804639744080352,0.7235833676306448,0.48939310090389226,5427,Other,0.9043106558595391,False,0.004804639744080352,6,48h
M_N_stochasticK_6_bnd_N,-0.004751998274643948,0.7263444194897664,0.5168601437258153,5433,Oscillator,0.9043106558595391,False,0.004751998274643948,6,48h
M_P_roc_3_pct_N,-0.004685314193873402,0.7299857101516761,0.48904033892061155,5435,Momentum,0.9043106558595391,False,0.004685314193873402,6,48h
N_P_T_priceEmaDeviation_12_pct_N,0.004511439828181931,0.7395662707939222,0.4953976435935199,5438,Other,0.909392599642897,False,0.004511439828181931,6,48h
L_M_N_S_oiRoc_6_pct_N,-0.0040813355735552235,0.7637433053488726,0.4990785108735717,5432,OpenInterest,0.9322160932934769,False,0.0040813355735552235,6,48h
M_N_T_stochasticD_12_bnd_N,-0.0037880070570588836,0.7804086888903131,0.516700498246909,5425,Oscillator,0.9348372258808427,False,0.0037880070570588836,6,48h
M_P_logReturn_pct_N,0.003761740462304799,0.7816573824562947,0.49640950101270487,5437,Momentum,0.9348372258808427,False,0.003761740462304799,6,48h
N_V_atrPercentile_42_rnk_N,-0.0037560162040620446,0.7827853879363683,0.5163265306122449,5396,Volatility,0.9348372258808427,False,0.0037560162040620446,6,48h
M_P_L_vwapReturn_pct_N,-0.003516525236941114,0.7955637970079698,0.495857116553121,5437,Momentum,0.9433113593094498,False,0.003516525236941114,6,48h
D_N_markCloseDeviation_pct_N,0.0034111052848444135,0.8015446765677924,0.3865979381443299,5438,Other,0.9436625270230746,False,0.0034111052848444135,6,48h
F_TM_fundingCyclePosition_bin,-0.003210794778192914,0.8129760611389164,0.3403902798232695,5438,Other,0.9480624818284134,False,0.003210794778192914,6,48h
N_P_T_priceEmaDeviation_21_pct_N,0.0030357244849296794,0.8229998486136518,0.49282032400589104,5438,Other,0.9480624818284134,False,0.0030357244849296794,6,48h
F_I_M_fundingMaDiff_3_7_pct_N,-0.003026664736529686,0.8235193733454378,0.4340942562592047,5438,Funding,0.9480624818284134,False,0.003026664736529686,6,48h
N_P_T_priceSmaDeviation_6_pct_N,0.0028646825824335614,0.8328968244308449,0.49566979915238624,5433,Other,0.9480624818284134,False,0.0028646825824335614,6,48h
N_P_T_priceSmaDeviation_21_pct_N,-0.0027522523072136783,0.8395832169069192,0.4903917220990392,5418,Other,0.9480624818284134,False,0.0027522523072136783,6,48h
N_P_V_pctB_3_bnd_N,0.0026478812629546385,0.8453350884864421,0.5169429097605893,5436,Volatility,0.9480624818284134,False,0.0026478812629546385,6,48h
N_P_T_priceEmaDeviation_6_pct_N,0.0025399605977889923,0.8515370230011049,0.4948453608247423,5438,Other,0.9480624818284134,False,0.0025399605977889923,6,48h
M_N_stochasticK_12_bnd_N,-0.0024664122679899526,0.8559327349016809,0.5168788046485888,5427,Oscillator,0.9480624818284134,False,0.0024664122679899526,6,48h
M_T_ppo_12_26_pct_N,0.0024509409938186662,0.8566829655076024,0.4942930780559647,5438,Trend,0.9480624818284134,False,0.0024509409938186662,6,48h
N_P_V_pctB_21_bnd_N,0.002147017163355235,0.874526300758387,0.508869179600887,5418,Volatility,0.9533117008081102,False,0.002147017163355235,6,48h
N_P_zScore_21_zsc_N,0.002147017163355235,0.874526300758387,0.4903917220990392,5418,Other,0.9533117008081102,False,0.002147017163355235,6,48h
V_volOfVol_12_pct_N,0.0020279335336105433,0.8814000769746047,0.5163434903047092,5421,Volatility,0.9533117008081102,False,0.0020279335336105433,6,48h
L_M_N_volumeRoc_12_pct_N,-0.0017887406122710729,0.895254826022077,0.49907749077490776,5426,Volume,0.9533117008081102,False,0.0017887406122710729,6,48h
B_TM_dayOfWeek_bin,-0.0017276546081394508,0.8987009273882789,0.4412739322533137,5438,Other,0.9533117008081102,False,0.0017276546081394508,6,48h
L_N_S_oiRatio_12_rat_N,-0.0017042224079714897,0.9001683444263417,0.5168788046485888,5427,OpenInterest,0.9533117008081102,False,0.0017042224079714897,6,48h
V_volOfVol_21_pct_N,-0.001515226528499438,0.9113133555692281,0.5162782093969663,5412,Volatility,0.9533117008081102,False,0.001515226528499438,6,48h
N_M_cci_6_zsc_N,0.0015149145706908661,0.911200903196066,0.49981556621173,5428,Other,0.9533117008081102,False,0.0015149145706908661,6,48h
L_N_S_oiRatio_6_rat_N,-0.001481500118376491,0.9131118098101778,0.5168601437258153,5433,OpenInterest,0.9533117008081102,False,0.001481500118376491,6,48h
N_P_T_priceSmaDeviation_3_pct_N,-0.0013218924812441293,0.9224199137318185,0.4996316758747698,5436,Other,0.9570106604967616,False,0.0013218924812441293,6,48h
N_M_cci_12_zsc_N,0.0010790590962401713,0.9367547183519996,0.4909426987060998,5416,Other,0.9620063973093278,False,0.0010790590962401713,6,48h
V_returnStd_21_pct_N,-0.0010435610220060308,0.9388255202657296,0.5159859545370542,5417,Volatility,0.9620063973093278,False,0.0010435610220060308,6,48h
M_T_ppo_8_21_pct_N,-0.0007383923485213065,0.9566096655779849,0.4895066273932253,5438,Trend,0.9742159784413833,False,0.0007383923485213065,6,48h
L_M_N_S_oiPctChange_pct_N,-0.00048483509614352216,0.9715041442844803,0.4980666543914565,5437,OpenInterest,0.9833517558001446,False,0.00048483509614352216,6,48h
N_P_T_priceEmaDeviation_3_pct_N,0.00033185784826213926,0.9804912785969002,0.4955817378497791,5438,Other,0.986433649982336,False,0.00033185784826213926,6,48h
V_volMomentum_21_pct_N,-6.97943252974919e-05,0.9959083844014356,0.5084243658581744,5407,Volatility,0.9959083844014355,False,6.97943252974919e-05,6,48h
