name,ic_before,ic_after,ic_improvement,n_features_in,n_features_out,nan_pct_before,nan_pct_after,outlier_pct_before,outlier_pct_after,fit_time_ms,transform_time_ms,step
Winsorize,0.08249704715937738,0.08282530593609012,0.0039790366760724845,166,166,0.005100209591584433,0.005100209591584433,0.016506443570232992,0.01571168340585717,9.329399006674066,781.0138229979202,1
Interactions,0.08282530593609012,0.08567927041408084,0.0344576387891297,166,169,0.005100209591584433,0.006541736759294119,0.01571168340585717,0.01579972451042527,744.7835039929487,13.58150300802663,2
Default_TOTAL,0.08249704715937738,0.08567927041408084,0.03857378367371499,166,169,,,,,,,3
