name,ic_before,ic_after,ic_improvement,n_features_in,n_features_out,nan_pct_before,nan_pct_after,outlier_pct_before,outlier_pct_after,fit_time_ms,transform_time_ms,step
Winsorize,0.06517002039605156,0.06531465639007301,0.0022193639486459203,166,166,0.005100209591584433,0.005100209591584433,0.016506443570232992,0.01571168340585717,9.29213801282458,767.8248620068189,1
Default_TOTAL,0.06517002039605156,0.06531465639007301,0.0022193639486459203,166,166,,,,,,,2
