feature,ic,ic_pvalue,hit_rate,n_samples,domain,ic_qvalue,is_significant,abs_ic,horizon_bars,horizon_label
L_N_volOiRatio_rat_N,0.029712389442691757,0.0284916203994927,0.5144434222631095,5438,OpenInterest,0.20563517331807776,False,0.029712389442691757,3,24h
M_T_V_adx_6_bnd_N,0.029334597903763297,0.030588329901586577,0.5143540669856459,5437,Volatility,0.2057448313990289,False,0.029334597903763297,3,24h
M_P_V_momAtr_3_rat_N,-0.02899834474679622,0.032582009627527136,0.468519882179676,5435,Momentum,0.20802359992959635,False,0.02899834474679622,3,24h
M_N_stochasticK_6_bnd_N,-0.028497561879545035,0.035738824096462375,0.5139963167587477,5433,Oscillator,0.21972758518565758,False,0.028497561879545035,3,24h
M_D_F_S_premiumChange_pct_N,-0.028084580852675324,0.03841524875358146,0.49089236430542776,5438,Premium,0.22509209847928144,False,0.028084580852675324,3,24h
V_skew_42_rat_N,0.02806293879853096,0.0393233184090311,0.4952716484331541,5396,Volatility,0.22509209847928144,False,0.02806293879853096,3,24h
M_N_V_rangeExpansion_12_rat_N,0.02755652128504357,0.04241806843590909,0.5141961651917404,5427,Volatility,0.2347133120120303,False,0.02755652128504357,3,24h
S_longShortRatio_rat_N,-0.027316501432946373,0.05364329725639889,0.5127229012222,4994,Sentiment,0.25234533153493177,False,0.027316501432946373,3,24h
V_atrPct_12_pct_N,0.027089875030842103,0.04584090286376672,0.5143540669856459,5437,Volatility,0.24253277887196822,False,0.027089875030842103,3,24h
V_rogersSatchell_12_pct_N,0.02676226159451491,0.04873752646562025,0.5141961651917404,5427,Volatility,0.24253277887196822,False,0.02676226159451491,3,24h
V_autocorr_21_bnd_N,-0.026711284933467288,0.04937834840330826,0.4857776135943849,5417,Volatility,0.24253277887196822,False,0.026711284933467288,3,24h
L_M_S_cmf_6_bnd_N,-0.02663714696276572,0.04967538844365615,0.48011049723756904,5433,Volume,0.24253277887196822,False,0.02663714696276572,3,24h
M_N_stochasticK_12_bnd_N,-0.02595023542657252,0.05599695644607861,0.5141961651917404,5427,Oscillator,0.25234533153493177,False,0.02595023542657252,3,24h
N_P_V_pctB_6_bnd_N,-0.025909683499508424,0.05624564618549684,0.5154696132596686,5433,Volatility,0.25234533153493177,False,0.025909683499508424,3,24h
V_garmanKlass_12_pct_N,0.02469349347926331,0.06899082565983254,0.5141961651917404,5427,Volatility,0.28459125172030714,False,0.02469349347926331,3,24h
M_N_V_rangeExpansion_21_rat_N,0.024577563343371626,0.0705385150895349,0.5133887349953832,5418,Volatility,0.28459125172030714,False,0.024577563343371626,3,24h
M_P_logReturn_pct_N,-0.02445730646553066,0.07142880605868385,0.47828487302171513,5437,Momentum,0.28459125172030714,False,0.02445730646553066,3,24h
N_M_cci_12_zsc_N,-0.024401025684301327,0.0726359254269064,0.47515241086273785,5416,Other,0.28459125172030714,False,0.024401025684301327,3,24h
N_P_V_pctB_21_bnd_N,-0.02430466374105299,0.07371942062634461,0.5013850415512465,5418,Volatility,0.28459125172030714,False,0.02430466374105299,3,24h
N_P_zScore_21_zsc_N,-0.02430466374105299,0.07371942062634461,0.4794090489381348,5418,Other,0.28459125172030714,False,0.02430466374105299,3,24h
L_N_volumeRatio_12_rat_N,0.023720624807302755,0.08066939900632576,0.5141961651917404,5427,Volume,0.2989005717765453,False,0.023720624807302755,3,24h
V_returnStd_3_pct_N,0.023675220545205034,0.08102726343340083,0.5141752577319587,5435,Volatility,0.2989005717765453,False,0.023675220545205034,3,24h
N_V_bollingerBandwidth_42_pct_N,0.023585940121219274,0.08325898987363116,0.5133481646273638,5397,Volatility,0.2996645236072542,False,0.023585940121219274,3,24h
N_P_T_priceSmaDeviation_21_pct_N,-0.02330812427451717,0.0863443906061211,0.4794090489381348,5418,Other,0.2996645236072542,False,0.02330812427451717,3,24h
L_S_oiVolumeRatio_6_rat_N,-0.02325331901021398,0.08664998272980844,0.5139963167587477,5433,OpenInterest,0.2996645236072542,False,0.02325331901021398,3,24h
D_N_closeVsMarkVol_12_pct_N,-0.023132267913559403,0.0884789976971594,0.5141961651917404,5427,Other,0.29974517587200944,False,0.023132267913559403,3,24h
V_atrPct_21_pct_N,0.022279740689290107,0.1005502208263833,0.5143540669856459,5437,Volatility,0.3312284005537159,False,0.022279740689290107,3,24h
L_N_volumeRatio_21_rat_N,0.022208693510852934,0.1022403040746837,0.5133887349953832,5418,Volume,0.3312284005537159,False,0.022208693510852934,3,24h
V_parkinson_12_pct_N,0.022092668570564362,0.10375829414935679,0.5141961651917404,5427,Volatility,0.3312284005537159,False,0.022092668570564362,3,24h
N_P_T_priceEmaDeviation_21_pct_N,-0.021928773234470043,0.10599371783805403,0.48629254829806806,5438,Other,0.3319803237946598,False,0.021928773234470043,3,24h
M_T_V_diDiff_6_bnd_N,-0.0214579442617303,0.11373978950671049,0.47662863452337134,5437,Volatility,0.3466762669575787,False,0.0214579442617303,3,24h
N_M_cci_6_zsc_N,-0.021409269349002023,0.11486261857028209,0.4761290322580645,5428,Other,0.3466762669575787,False,0.021409269349002023,3,24h
M_V_calmar_21_rat_N,-0.021129715334274747,0.12005646400444478,0.48226819357222017,5417,Volatility,0.35588166115603276,False,0.021129715334274747,3,24h
V_yangZhang_12_pct_N,0.02078938934946861,0.1261772803218975,0.5132089414372806,5416,Volatility,0.36746365848131557,False,0.02078938934946861,3,24h
M_V_sortino_21_rat_N,-0.02060130124051018,0.12960730293993555,0.48226819357222017,5417,Volatility,0.37094503944878104,False,0.02060130124051018,3,24h
N_P_T_priceEmaDeviation_12_pct_N,-0.020432093433754753,0.13203771217456328,0.4859245630174793,5438,Other,0.3714959359487713,False,0.020432093433754753,3,24h
D_F_basis_pct_N,-0.020063134150018567,0.13916381327995964,0.49365225390984363,5438,Premium,0.3850198834078883,False,0.020063134150018567,3,24h
D_N_premiumRange_rat_N,0.01970311527237539,0.1464362285853755,0.513986013986014,5437,Other,0.3887016630674162,False,0.01970311527237539,3,24h
N_V_bollingerBandwidth_21_pct_N,0.019560041942996514,0.15010406483998176,0.5133887349953832,5418,Volatility,0.3887016630674162,False,0.019560041942996514,3,24h
M_V_sharpe_21_rat_N,-0.01951551399775848,0.15107221260139284,0.48226819357222017,5417,Volatility,0.3887016630674162,False,0.01951551399775848,3,24h
V_kurtosis_12_rat_N,-0.0194455462178459,0.15220245843001237,0.5135533837359395,5426,Volatility,0.3887016630674162,False,0.0194455462178459,3,24h
B_consecutiveDown_bnd_N,0.019434048880511416,0.1519917772739976,0.2638454461821527,5438,Other,0.3887016630674162,False,0.019434048880511416,3,24h
V_maxDrawdown_21_pct_N,-0.01919326115465295,0.15789919335836508,0.4866112650046168,5418,Volatility,0.3948340061691584,False,0.01919326115465295,3,24h
V_kurtosis_21_rat_N,-0.019127796596008086,0.15936071333333504,0.5105282600664943,5417,Volatility,0.3948340061691584,False,0.019127796596008086,3,24h
M_P_roc_21_pct_N,-0.018929127519429677,0.1637388930373934,0.48226819357222017,5417,Momentum,0.39716878283094553,False,0.018929127519429677,3,24h
L_M_S_mfi_6_bnd_N,0.01886381491459836,0.17081147392739268,0.5048359567608572,5276,Volume,0.39716878283094553,False,0.01886381491459836,3,24h
N_P_V_pctB_12_bnd_N,-0.018731605433985717,0.167788476860017,0.5099557522123894,5427,Volatility,0.39716878283094553,False,0.018731605433985717,3,24h
N_P_zScore_12_zsc_N,-0.018731605433985717,0.167788476860017,0.4732669616519174,5427,Other,0.39716878283094553,False,0.018731605433985717,3,24h
M_N_T_stochasticD_12_bnd_N,-0.018539696845598693,0.17226597809534988,0.5140169679085208,5425,Oscillator,0.39716878283094553,False,0.018539696845598693,3,24h
N_P_T_priceSmaDeviation_12_pct_N,-0.01842751259437855,0.17479761662465929,0.4732669616519174,5427,Other,0.3974849912286773,False,0.01842751259437855,3,24h
M_T_ppo_8_21_pct_N,-0.01800070367560362,0.18455556930982708,0.48187672493100275,5438,Trend,0.40801230191418764,False,0.01800070367560362,3,24h
N_P_L_vwapDeviation_pct_N,-0.01796502343859606,0.18542739855145896,0.47985280588776447,5438,Other,0.40801230191418764,False,0.01796502343859606,3,24h
M_N_rsi_21_bnd_N,-0.017942118728329456,0.18680081292456782,0.5133887349953832,5418,Oscillator,0.40801230191418764,False,0.017942118728329456,3,24h
M_P_V_momAtr_21_rat_N,-0.01776608451163954,0.1912032644145822,0.48226819357222017,5417,Momentum,0.4122044401665019,False,0.01776608451163954,3,24h
V_returnStd_6_pct_N,0.01754769706300025,0.19609864725140233,0.513906796831829,5432,Volatility,0.4173381467145229,False,0.01754769706300025,3,24h
M_N_rocAccel_6_dif_N,-0.017157581284619177,0.20648012095540838,0.48146782223861334,5426,Momentum,0.4338696212480733,False,0.017157581284619177,3,24h
M_P_D_markReturnDiff_pct_N,-0.016780007390031083,0.2161791731776463,0.4562016930437983,5437,Momentum,0.448571784343616,False,0.016780007390031083,3,24h
M_N_T_stochasticD_6_bnd_N,-0.01657831812108525,0.2220066825639812,0.5140014738393515,5431,Oscillator,0.454976658094085,False,0.01657831812108525,3,24h
M_N_V_rangeExpansion_6_rat_N,0.01572593913487115,0.24660856667434694,0.5139963167587477,5433,Volatility,0.4992319764383121,False,0.01572593913487115,3,24h
D_N_closeVsMarkVol_6_pct_N,-0.015123276542212315,0.2651851519000209,0.512707182320442,5433,Other,0.5231214661008057,False,0.015123276542212315,3,24h
L_M_N_volumeRoc_3_pct_N,0.015086006039508658,0.26627673392956264,0.5042341678939617,5435,Volume,0.5231214661008057,False,0.015086006039508658,3,24h
L_S_oiVolumeRatio_12_rat_N,-0.014975343137862774,0.2701536159486062,0.5141961651917404,5427,OpenInterest,0.5231214661008057,False,0.014975343137862774,3,24h
M_T_V_diDiff_12_bnd_N,-0.014934689313926705,0.27101473544981497,0.47865292602134707,5437,Volatility,0.5231214661008057,False,0.014934689313926705,3,24h
V_parkinson_21_pct_N,0.014727512387004316,0.2785611076226616,0.5133887349953832,5418,Volatility,0.5303077914735214,False,0.014727512387004316,3,24h
L_M_N_volumeRoc_6_pct_N,0.014630238959307483,0.2811270219859631,0.49493461042549275,5432,Volume,0.5303077914735214,False,0.014630238959307483,3,24h
V_garmanKlass_21_pct_N,0.014033732585069689,0.3018340770108977,0.5133887349953832,5418,Volatility,0.56297142453718,False,0.014033732585069689,3,24h
M_T_ppo_12_26_pct_N,-0.013762854250694479,0.31036997001593364,0.48997240110395585,5438,Trend,0.5630326593270304,False,0.013762854250694479,3,24h
V_rogersSatchell_21_pct_N,0.013724758655599568,0.3126036445853596,0.5133887349953832,5418,Volatility,0.5630326593270304,False,0.013724758655599568,3,24h
B_C_candleDirection_bin,-0.013721784613492183,0.31181614998743895,0.47856485740570376,5438,Candlestick,0.5630326593270304,False,0.013721784613492183,3,24h
N_P_zScore_42_zsc_N,-0.013665493231585446,0.31563860021062584,0.4825732295142751,5397,Other,0.5630326593270304,False,0.013665493231585446,3,24h
L_M_N_S_oiPctChange_pct_N,0.013522222263618548,0.3189509786060024,0.5099374309900626,5437,OpenInterest,0.5630326593270304,False,0.013522222263618548,3,24h
V_yangZhang_21_pct_N,0.01347973843357807,0.3222174857594451,0.5132530120481927,5398,Volatility,0.5630326593270304,False,0.01347973843357807,3,24h
D_F_T_premiumMa_7_pct_N,-0.013271150844626704,0.32797550609234694,0.49972401103955844,5438,Premium,0.5671243126180165,False,0.013271150844626704,3,24h
L_N_S_oiRatio_6_rat_N,-0.012897501019661865,0.3420011640865539,0.5139963167587477,5433,OpenInterest,0.5852803426635871,False,0.012897501019661865,3,24h
M_P_S_W_oiWeightedReturn_pct_N,0.012536796361594452,0.3554956658483336,0.5023923444976076,5437,Momentum,0.6021661278655447,False,0.012536796361594452,3,24h
D_F_T_premiumMa_21_pct_N,-0.011896882741720164,0.3805427685242677,0.5046918123275069,5438,Premium,0.6380818138891762,False,0.011896882741720164,3,24h
M_P_roc_12_pct_N,-0.011518814038676717,0.39638795163715634,0.48773741471510235,5426,Momentum,0.6580039997176796,False,0.011518814038676717,3,24h
D_F_T_premiumMa_3_pct_N,-0.011284702331320203,0.40553818466719027,0.49678012879484823,5438,Premium,0.6665281054926097,False,0.011284702331320203,3,24h
V_volMomentum_6_pct_N,0.011099265229458465,0.4136861171471018,0.5046074456321415,5429,Volatility,0.6732538769256755,False,0.011099265229458465,3,24h
L_S_oiVolumeRatio_21_rat_N,-0.01082814798118377,0.4256561327095072,0.5133887349953832,5418,OpenInterest,0.6793364481254982,False,0.01082814798118377,3,24h
B_consecutiveUp_bnd_N,-0.01080771655229774,0.42567677542518756,0.2500459981600736,5438,Other,0.6793364481254982,False,0.01080771655229774,3,24h
L_M_N_S_oiRoc_12_pct_N,-0.010725858587922568,0.4297007653805862,0.5004609994468007,5426,OpenInterest,0.6793364481254982,False,0.010725858587922568,3,24h
N_M_cci_21_zsc_N,-0.010643781973068398,0.43442979836765194,0.48174235403151067,5398,Other,0.6803334578210398,False,0.010643781973068398,3,24h
V_volOfVol_6_pct_N,0.010074044922360968,0.4582211421877771,0.5141961651917404,5427,Volatility,0.7063777058807665,False,0.010074044922360968,3,24h
N_V_atrPercentile_21_rnk_N,0.010053093489420325,0.4595710375609806,0.5132988548208349,5417,Volatility,0.7063777058807665,False,0.010053093489420325,3,24h
V_skew_12_rat_N,0.009769653956536608,0.47195695326623377,0.5034113959063249,5426,Volatility,0.7105754193162335,False,0.009769653956536608,3,24h
L_M_N_S_oiRoc_6_pct_N,-0.009756485967086396,0.4723094454756164,0.4967765702707681,5432,OpenInterest,0.7105754193162335,False,0.009756485967086396,3,24h
M_P_roc_6_pct_N,-0.00945778500477331,0.48597725986861207,0.48682998710628106,5432,Momentum,0.7105754193162335,False,0.00945778500477331,3,24h
L_N_volumeRatio_6_rat_N,0.009371734916187556,0.4899140259442625,0.5139963167587477,5433,Volume,0.7105754193162335,False,0.009371734916187556,3,24h
F_TM_fundingCyclePosition_bin,-0.009270532164271256,0.4944148645489712,0.34130634774609014,5438,Other,0.7105754193162335,False,0.009270532164271256,3,24h
M_P_V_momAtr_12_rat_N,-0.009248052833942677,0.49593880629351594,0.48773741471510235,5426,Momentum,0.7105754193162335,False,0.009248052833942677,3,24h
M_N_rsi_12_bnd_N,-0.009231542856195603,0.49666865946259153,0.5141961651917404,5427,Oscillator,0.7105754193162335,False,0.009231542856195603,3,24h
N_V_atrPercentile_42_rnk_N,0.009226015600564255,0.498159360713442,0.5134433524939737,5396,Volatility,0.7105754193162335,False,0.009226015600564255,3,24h
L_M_N_volumeRoc_12_pct_N,0.009143407179950113,0.5008272533734899,0.5028581965701641,5426,Volume,0.7105754193162335,False,0.009143407179950113,3,24h
F_I_M_fundingMaDiff_7_21_pct_N,-0.008408534839090145,0.5354117379872085,0.47157313707451703,5438,Funding,0.7416203892152714,False,0.008408534839090145,3,24h
M_P_V_momAtr_6_rat_N,-0.008291448039472307,0.5413331814116263,0.48682998710628106,5432,Momentum,0.7416203892152714,False,0.008291448039472307,3,24h
V_returnStd_21_pct_N,0.008271475682047561,0.5428664261174712,0.5132988548208349,5417,Volatility,0.7416203892152714,False,0.008271475682047561,3,24h
L_M_S_obv_21_zsc_N,-0.00826642574542368,0.5431127785006811,0.4855929072774289,5417,Volatility,0.7416203892152714,False,0.00826642574542368,3,24h
D_markIndexSpread_pct_N,-0.008210914328570294,0.5450463101461633,0.45390984360625575,5438,Other,0.7416203892152714,False,0.008210914328570294,3,24h
V_skew_21_rat_N,0.007327961639048784,0.5898362539516553,0.49316586627262654,5417,Volatility,0.7960391719997949,False,0.007327961639048784,3,24h
L_M_S_obv_42_zsc_N,0.007070741325951023,0.6036627734894885,0.49675505284628224,5396,Volatility,0.8081291967681862,False,0.007070741325951023,3,24h
B_TM_dayOfWeek_bin,0.006820400699828189,0.6151703877020265,0.44268629254829805,5438,Other,0.8169462748682912,False,0.006820400699828189,3,24h
F_I_fundingCumulative_7_pct_N,-0.006490484447349963,0.6323730705710986,0.5059797608095676,5438,Funding,0.8331264263079553,False,0.006490484447349963,3,24h
F_I_M_fundingMaDiff_3_21_pct_N,-0.006201613260735397,0.6476010594549311,0.47488500459981603,5438,Funding,0.8464706761379414,False,0.006201613260735397,3,24h
M_N_rsi_6_bnd_N,-0.005719306892463014,0.6759455070498595,0.5091691616766467,5347,Oscillator,0.8720049041779039,False,0.005719306892463014,3,24h
L_M_S_mfi_12_bnd_N,0.00558530842347068,0.6809696342312646,0.5141117874930825,5424,Volume,0.8720049041779039,False,0.00558530842347068,3,24h
V_volOfVol_12_pct_N,-0.005551184860752785,0.6828954068863103,0.5136581764488741,5421,Volatility,0.8720049041779039,False,0.005551184860752785,3,24h
C_N_upperShadow_bnd_N,-0.005248326834436815,0.6988797027048825,0.5098436062557498,5438,Candlestick,0.8810566623942017,False,0.005248326834436815,3,24h
M_V_calmar_42_rat_N,-0.005226122480598815,0.7011973572315509,0.49935101056925646,5396,Volatility,0.8810566623942017,False,0.005226122480598815,3,24h
F_I_T_fundingMa_7_pct_N,-0.0051197880099436,0.7059068439664387,0.5059797608095676,5438,Funding,0.8810566623942017,False,0.0051197880099436,3,24h
V_volMomentum_21_pct_N,0.00479107771822036,0.724746928539842,0.5092524056254626,5407,Volatility,0.8890399596507871,False,0.00479107771822036,3,24h
L_N_S_oiRatio_12_rat_N,-0.004700141677476085,0.7292846429776916,0.5141961651917404,5427,OpenInterest,0.8890399596507871,False,0.004700141677476085,3,24h
D_N_V_markAtrRatio_6_rat_N,-0.0046684960551738154,0.7307981430031598,0.5143540669856459,5437,Volatility,0.8890399596507871,False,0.0046684960551738154,3,24h
M_winRate_12_bnd_N,0.004566402209288499,0.7366976086503951,0.5141961651917404,5427,Other,0.8890399596507871,False,0.004566402209288499,3,24h
L_N_S_oiRatio_21_rat_N,-0.004510581360005648,0.7400072218363032,0.5133887349953832,5418,OpenInterest,0.8890399596507871,False,0.004510581360005648,3,24h
D_N_V_markAtrRatio_21_rat_N,-0.004417712208604619,0.7447411741058094,0.5143540669856459,5437,Volatility,0.8890399596507871,False,0.004417712208604619,3,24h
M_winRate_6_bnd_N,0.004196866633197202,0.7571761562488819,0.5082872928176796,5433,Other,0.8890399596507871,False,0.004196866633197202,3,24h
V_volMomentum_12_pct_N,-0.004143611172951431,0.7604409173443238,0.4967694295735647,5420,Volatility,0.8890399596507871,False,0.004143611172951431,3,24h
L_M_N_S_oiRoc_3_pct_N,-0.004136758414771667,0.7605040618699503,0.5020250368188512,5435,OpenInterest,0.8890399596507871,False,0.004136758414771667,3,24h
D_N_V_markAtrRatio_12_rat_N,-0.00338717285878395,0.8028727305182329,0.5143540669856459,5437,Volatility,0.9320061067554312,False,0.00338717285878395,3,24h
M_winRate_21_bnd_N,0.003074618377641684,0.8210464376619309,0.5133887349953832,5418,Other,0.9363920082608304,False,0.003074618377641684,3,24h
F_I_M_fundingMaDiff_3_7_pct_N,0.003059789766402803,0.8215717753032468,0.44268629254829805,5438,Funding,0.9363920082608304,False,0.003059789766402803,3,24h
V_maxDrawdown_42_pct_N,-0.002844411710360633,0.834560208274717,0.4866518353726363,5397,Volatility,0.9363920082608304,False,0.002844411710360633,3,24h
C_N_lowerShadow_bnd_N,0.002816326329120909,0.8355575947323304,0.511867525298988,5438,Candlestick,0.9363920082608304,False,0.002816326329120909,3,24h
V_kurtosis_42_rat_N,0.0025425781669630725,0.8519143189606304,0.5154830335620249,5396,Volatility,0.9363920082608304,False,0.0025425781669630725,3,24h
M_V_sharpe_42_rat_N,-0.002535353955998293,0.8523302309304001,0.49935101056925646,5396,Volatility,0.9363920082608304,False,0.002535353955998293,3,24h
L_V_amihudIlliquidity_63_rat_N,-0.0025175996452289295,0.8536352524454108,0.5139612807148176,5375,Volatility,0.9363920082608304,False,0.0025175996452289295,3,24h
V_volOfVol_21_pct_N,0.0024129032546504918,0.8591797594499992,0.513403586614901,5412,Volatility,0.9363920082608304,False,0.0024129032546504918,3,24h
L_M_S_mfi_21_bnd_N,-0.002412758678042718,0.8591108126329271,0.5133887349953832,5418,Volume,0.9363920082608304,False,0.002412758678042718,3,24h
D_N_markCloseDeviation_pct_N,-0.002338695147033359,0.8631427882644622,0.38307267709291626,5438,Other,0.9363920082608304,False,0.002338695147033359,3,24h
M_V_sortino_42_rat_N,-0.0022515448706073894,0.8687010197118545,0.49935101056925646,5396,Volatility,0.9363920082608304,False,0.0022515448706073894,3,24h
V_autocorr_12_bnd_N,0.0018263856559459395,0.893034085375594,0.4956666052000738,5426,Volatility,0.95641069788612,False,0.0018263856559459395,3,24h
F_I_T_fundingMa_21_pct_N,0.0016506025422193744,0.903169433213113,0.5124195032198712,5438,Funding,0.9610649097011332,False,0.0016506025422193744,3,24h
D_N_V_markCloseRange_rat_N,0.0015000510999506008,0.9119636257097423,0.39963201471941123,5438,Volatility,0.9642417953364155,False,0.0015000510999506008,3,24h
F_I_fundingCumulative_21_pct_N,-0.0013496926342042345,0.9207573182315888,0.5124195032198712,5438,Funding,0.9673779419395174,False,0.0013496926342042345,3,24h
F_I_N_S_fundingZscore_42_zsc_N,-0.0011525070850253757,0.9323042149682925,0.48629254829806806,5438,Funding,0.9686513585390871,False,0.0011525070850253757,3,24h
L_V_amihudIlliquidity_21_rat_N,0.001131904668450802,0.9336398636521321,0.5132988548208349,5417,Volatility,0.9686513585390871,False,0.001131904668450802,3,24h
C_N_bodySize_bnd_N,-0.0009688854640310847,0.9430697004589319,0.5142594296228151,5438,Candlestick,0.972357579355172,False,0.0009688854640310847,3,24h
L_V_amihudIlliquidity_12_rat_N,0.0005279781700874515,0.9689925270881383,0.5141065830721003,5426,Volatility,0.992918268497722,False,0.0005279781700874515,3,24h
F_I_N_S_fundingZscore_21_zsc_N,0.00022027169249214074,0.987046726200216,0.48095676172953084,5438,Funding,0.9941967889295181,False,0.00022027169249214074,3,24h
F_I_fundingCumulative_3_pct_N,-0.00019242310234965517,0.9886842697262987,0.5076356945722171,5438,Funding,0.9941967889295181,False,0.00019242310234965517,3,24h
V_returnStd_12_pct_N,0.00017791478961967313,0.9895489633075664,0.5141065830721003,5426,Volatility,0.9941967889295181,False,0.00017791478961967313,3,24h
F_I_T_fundingMa_3_pct_N,-9.868070984274253e-05,0.9941967889295182,0.5076356945722171,5438,Funding,0.9941967889295181,False,9.868070984274253e-05,3,24h
