name,ic_before,ic_after,ic_improvement,n_features_in,n_features_out,nan_pct_before,nan_pct_after,outlier_pct_before,outlier_pct_after,fit_time_ms,transform_time_ms,step
Winsorize,0.07721324436276233,0.07738191420686169,0.002184467771985681,166,166,0.005100209591584433,0.005100209591584433,0.016506443570232992,0.01571168340585717,9.011335001559928,738.66418201942,1
Default_TOTAL,0.07721324436276233,0.07738191420686169,0.002184467771985681,166,166,,,,,,,2
