target,horizon,full_ic,ic_mean,ic_std,icir,n_iter
volatility,1,0.17846153846153845,0.2583333333333333,0.15273561485153728,1.6913758692394014,25
returns,6,0.020769230769230772,0.27575757575757576,0.3984013047577662,0.6921603229317745,25
